Price;Neighbourhood Cleansed;City;Country;Property Type;Room Type;Accommodates;Bathrooms;Security Deposit;Cleaning Fee;Guests Included;Extra People;Availability 365;Review Scores Rating
120.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;4;2.0;120.0;100.0;1;0;307;100.0
199.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;;4;20;172;100.0
80.0;Embajadores;Madrid;Spain;Loft;Entire home/apt;6;1.0;100.0;25.0;4;10;341;80.0
100.0;Sol;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;30.0;2;5;125;91.0
55.0;Castillejos;Madrid;Spain;Boutique hotel;Private room;2;1.0;;;1;0;362;
32.0;Arapiles;Madrid;Spain;Bed & Breakfast;Private room;1;1.0;;;1;0;349;99.0
22.0;Universidad;Madrid;Spain;Apartment;Private room;2;2.0;;;1;0;3;
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;20.0;1;0;237;96.0
110.0;Nueva España;Madrid;Spain;Apartment;Entire home/apt;2;1.0;300.0;85.0;1;0;341;
62.0;Imperial;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;20.0;1;10;171;
18.0;Embajadores;Madrid;Spain;Apartment;Private room;2;3.0;;;1;0;96;
86.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;30.0;2;20;326;95.0
78.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;40.0;1;0;0;67.0
17.0;Palomeras Bajas;Madrid;Spain;Other;Private room;2;2.0;100.0;10.0;1;10;126;100.0
22.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;;8.0;1;0;76;87.0
47.0;Forest Hill South;Toronto;Canada;House;Private room;2;3.5;;15.0;1;15;338;91.0
35.0;Cortes;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;400.0;;1;20;290;92.0
95.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;20.0;1;0;293;93.0
75.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;15;338;97.0
29.0;Pilar;Madrid;Spain;Apartment;Private room;2;1.0;100.0;5.0;1;0;55;87.0
77.0;Sol;Madrid;Spain;Loft;Entire home/apt;2;1.0;200.0;33.0;2;11;301;80.0
21.0;Palos de Moguer;Madrid;Spain;Apartment;Private room;2;1.0;;;1;10;66;90.0
35.0;Castillejos;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;75;96.0
95.0;Camden;Greater London;United Kingdom;Apartment;Entire home/apt;4;2.0;150.0;50.0;1;0;0;100.0
37.0;Chopera;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;353;
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;96.0;30.0;1;0;77;90.0
40.0;Acacias;Madrid;Spain;Apartment;Private room;2;1.0;100.0;;1;0;359;93.0
52.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;1;0;0;
45.0;Opañel;Madrid;Spain;Apartment;Private room;2;1.0;88.0;30.0;1;0;365;
26.0;Recoletos;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;334;95.0
200.0;la Nova Esquerra de l'Eixample;Barcelona;Spain;Apartment;Private room;1;1.0;;;1;0;70;100.0
22.0;Ciudad Jardín;Madrid;Spain;House;Private room;1;1.0;200.0;20.0;1;0;311;95.0
38.0;Ciudad Jardín;Madrid;Spain;Apartment;Private room;1;1.0;150.0;;1;0;354;95.0
20.0;San Isidro;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;150.0;5.0;1;10;152;90.0
405.0;Peñagrande;马德里;Spain;House;Private room;2;1.0;;;1;0;364;
19.0;Chopera;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;363;
60.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;36;86.0
60.0;Justicia;Madrid;Spain;Loft;Entire home/apt;2;1.0;200.0;15.0;1;0;328;95.0
95.0;Lucero;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;30.0;4;10;302;100.0
170.0;Sol;Madrid;Spain;Apartment;Entire home/apt;8;2.0;96.0;45.0;4;15;300;93.0
65.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;15.0;2;0;334;95.0
70.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;1;0;281;88.0
35.0;Arapiles;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;364;80.0
70.0;Lista;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;308;100.0
80.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;5;1.0;200.0;20.0;2;20;119;86.0
42.0;San Andrés;Madrid;Spain;Apartment;Entire home/apt;4;2.0;93.0;;2;12;1;93.0
75.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;30.0;2;10;134;98.0
180.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;6;2.5;;;1;0;330;91.0
59.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;80.0
59.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;0;100.0
130.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;6;2.5;300.0;50.0;4;25;232;89.0
461.0;Ciudad Universitaria;;Spain;Apartment;Private room;2;1.0;;;1;0;365;
36.0;Universidad;Madrid;Spain;Hostel;Private room;2;1.0;;;1;0;337;80.0
99.0;Embajadores;Madrid;Spain;House;Entire home/apt;4;1.0;100.0;30.0;4;0;341;93.0
130.0;Castillejos;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;;1;60;365;
16.0;Berruguete;Madrid;Spain;Other;Private room;1;1.5;;;1;0;207;93.0
30.0;Acacias;Madrid;Spain;Condominium;Private room;2;1.0;;;2;0;0;
25.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;8.0;3;15;330;93.0
60.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;100.0
29.0;Delicias;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;
25.0;Puerta del Angel;Madrid;Spain;Dorm;Private room;2;1.0;90.0;;1;15;350;80.0
20.0;San Diego;Madrid;Spain;Apartment;Shared room;2;1.0;;;1;0;76;89.0
68.0;Universidad;Madrid;Spain;Loft;Entire home/apt;2;1.0;200.0;16.0;2;15;326;95.0
25.0;Legazpi;Madrid;Spain;House;Private room;1;2.0;100.0;;1;0;357;65.0
35.0;Estrella;Madrid;Spain;Apartment;Private room;2;1.0;;15.0;2;10;324;
205.0;Jerónimos;Madrid;Spain;Apartment;Entire home/apt;2;1.0;700.0;200.0;1;0;158;
220.0;Castillejos;Madrid;Spain;Apartment;Entire home/apt;9;3.0;250.0;100.0;6;20;365;100.0
53.0;San Cristobal;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;20.0;1;0;107;95.0
169.0;Botany Bay;Mascot;Australia;Apartment;Entire home/apt;5;2.5;200.0;50.0;1;0;38;
20.0;Lucero;Madrid;Spain;Apartment;Private room;1;2.0;;;1;0;21;
60.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;249;93.0
21.0;Valdeacederas;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;362;80.0
35.0;Palacio;Madrid;Spain;House;Private room;2;1.0;;;1;0;335;96.0
52.0;Almenara;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;;1;0;3;75.0
26.0;Goya;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;1;10;11;92.0
35.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;320;88.0
35.0;Casco Histórico de Barajas;Madrid;Spain;House;Private room;2;;;12.0;2;10;365;92.0
100.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;40.0;1;0;104;80.0
78.0;VII San Giovanni/Cinecittà;Roma;Italy;Apartment;Entire home/apt;2;1.0;;20.0;1;10;365;
25.0;Palacio;Madrid;Spain;House;Private room;1;1.0;;;1;0;355;93.0
24.0;Chopera;Madrid;Spain;House;Private room;2;1.0;300.0;20.0;1;10;311;
160.0;l'Antiga Esquerra de l'Eixample;Barcelona;Spain;Condominium;Entire home/apt;4;1.0;;;1;0;12;
25.0;Etterbeek;Etterbeek;Belgium;Bed & Breakfast;Private room;1;0.5;;;1;0;0;
85.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;15.0;1;0;339;100.0
85.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;40.0;1;0;335;100.0
52.0;Almenara;Madrid;Spain;Loft;Entire home/apt;4;1.0;150.0;;1;0;217;80.0
60.0;Rios Rosas;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;299;95.0
90.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;10;3.0;300.0;30.0;2;15;90;78.0
100.0;la Sagrada Família;Barcelona;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;6;80.0
90.0;Jerónimos;Madrid;Spain;Apartment;Entire home/apt;6;2.0;;;1;0;270;93.0
70.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;2;15;254;
26.0;les Corts;Barcelona;Spain;Apartment;Private room;2;1.0;;12.0;1;11;354;89.0
59.0;Embajadores;Madrid;Spain;Loft;Entire home/apt;3;1.0;200.0;;2;15;346;73.0
114.0;Mid-Wilshire;Los Angeles;United States;Apartment;Entire home/apt;4;1.0;;30.0;1;0;0;90.0
82.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;250.0;15.0;2;5;275;97.0
40.0;Guindalera;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;0;
50.0;Fuente del Berro;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;20.0;1;0;153;80.0
330.0;Trafalgar;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;365;
130.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;5;1.5;;;1;0;31;
75.0;Sol;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;2;0;251;97.0
53.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;15;254;94.0
70.0;Ibiza;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;45.0;2;15;319;94.0
31.0;Arapiles;Madrid;Spain;Apartment;Private room;1;2.0;200.0;30.0;1;0;342;
145.0;Llucmajor;Llucmajor;Spain;House;Entire home/apt;7;1.0;150.0;;7;20;307;91.0
70.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;0;66;
14.0;Moscardó;Madrid;Spain;Apartment;Private room;2;1.0;;14.0;1;10;264;98.0
32.0;Embajadores;Madrid;Spain;Apartment;Shared room;1;2.0;200.0;30.0;1;0;281;
45.0;Arapiles;Madrid;Spain;Dorm;Private room;2;2.0;;;1;0;365;88.0
95.0;Justicia;Madrid;Spain;Loft;Entire home/apt;2;1.0;400.0;;1;0;296;87.0
90.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;6;2.0;200.0;70.0;4;20;273;89.0
100.0;Sol;Madrid;Spain;Apartment;Entire home/apt;5;1.5;350.0;50.0;2;40;103;96.0
40.0;Corralejos;Madrid;Spain;House;Private room;2;1.0;;;1;10;187;100.0
17.0;Puerta del Angel;Madrid;Spain;House;Private room;1;1.0;;;1;0;351;92.0
40.0;El Plantío;Madrid;Spain;House;Private room;2;1.0;;;1;0;365;
60.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;24.0;2;8;61;96.0
70.0;Concepción;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;363;
130.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;4;0;12;92.0
299.0;la Dreta de l'Eixample;Barcelona;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;
162.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;;2;7;348;91.0
68.0;Nueva España;Madrid;Spain;Apartment;Entire home/apt;6;1.0;150.0;;1;0;11;70.0
30.0;Universidad;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;;;1;15;97;100.0
20.0;Casco Histórico de Vallecas;Madrid;Spain;Apartment;Private room;2;1.0;;;1;10;365;98.0
16.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;1;
40.0;Acacias;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;
75.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;25.0;1;0;328;100.0
35.0;Sol;Madrid;Spain;Apartment;Private room;2;2.0;;;1;10;364;100.0
60.0;Sol;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;85.0;;1;0;328;95.0
115.0;Hammersmith and Fulham;London;United Kingdom;Apartment;Entire home/apt;4;1.0;;;1;0;353;97.0
150.0;Cortes;Madrid;Spain;House;Entire home/apt;4;2.0;100.0;40.0;4;50;230;91.0
42.0;Puerta del Angel;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;8;248;92.0
15.0;Aguilas;Madrid;Spain;Apartment;Shared room;1;1.0;300.0;5.0;1;0;89;
30.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;95.0;15.0;1;0;339;
24.0;Castillejos;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;46;
89.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;20;304;92.0
20.0;Almendrales;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;148;60.0
40.0;Prosperidad;Madrid;Spain;Apartment;Private room;2;2.0;100.0;15.0;1;21;340;95.0
25.0;Nueva España;Madrid;Spain;House;Private room;2;1.0;;5.0;1;0;0;
189.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;10;2.0;100.0;50.0;6;29;332;77.0
32.0;Justicia;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;277;93.0
45.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;10.0;1;5;321;70.0
90.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;5;1.0;100.0;30.0;4;15;322;91.0
68.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;20.0;2;8;5;
48.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;3;1.0;250.0;25.0;2;18;149;84.0
89.0;Valverde;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;2;20;360;80.0
103.0;Palacio;Madrid;Spain;House;Entire home/apt;4;1.0;;40.0;2;0;330;90.0
76.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;32.0;2;11;312;92.0
29.0;Lista;Madrid;Spain;House;Private room;1;1.0;100.0;;1;0;91;100.0
60.0;Palos de Moguer;Madrid;Spain;House;Private room;2;1.0;;;1;0;365;86.0
12.0;Entrevías;Madrid;Spain;Apartment;Shared room;2;1.0;;;1;10;360;
20.0;Arcos;Madrid;Spain;House;Private room;1;1.0;;;1;10;173;96.0
99.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;5;328;
85.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;25.0;2;30;74;100.0
35.0;Piovera;Madrid;Spain;Other;Private room;1;2.0;100.0;;1;20;88;96.0
22.0;Argüelles;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;365;100.0
219.0;la Dreta de l'Eixample;Barcelona;Spain;Apartment;Entire home/apt;6;1.0;300.0;;1;0;0;60.0
70.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;45.0;2;10;244;100.0
30.0;Pacífico;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;93.0
70.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;312;76.0
65.0;Guindalera;Madrid;Spain;Apartment;Entire home/apt;5;2.0;500.0;;2;10;365;49.0
83.0;Kensington and Chelsea;Chelsea, London;United Kingdom;Apartment;Entire home/apt;3;1.0;;50.0;2;25;335;83.0
74.0;Sol;Madrid;Spain;Apartment;Entire home/apt;3;1.0;75.0;27.0;2;10;300;94.0
20.0;Cuatro Caminos;Madrid;Spain;Condominium;Private room;2;1.0;;;2;5;0;100.0
43.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;90.0;18.0;2;5;307;85.0
92.0;Sol;Madrid;Spain;Apartment;Entire home/apt;5;1.0;100.0;20.0;1;0;343;
18.0;Guindalera;Madrid;Spain;Apartment;Private room;2;1.0;;;1;17;327;86.0
95.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;40.0;2;10;309;
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;90.0;15.0;2;5;53;94.0
100.0;Embajadores;Madrid;Spain;Apartment;Private room;4;1.0;;;1;0;351;60.0
115.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.5;500.0;35.0;2;10;129;
70.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;15.0;1;15;96;
70.0;Bellas Vistas;Madrid;Spain;Apartment;Entire home/apt;2;1.0;400.0;40.0;1;0;349;
73.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.5;150.0;25.0;2;15;138;97.0
60.0;Recoletos;Madrid;Spain;Loft;Entire home/apt;2;1.0;300.0;30.0;1;0;359;100.0
35.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;90.0;25.0;3;10;321;76.0
180.0;Sol;Madrid;Spain;House;Entire home/apt;5;2.0;;40.0;1;0;0;
80.0;Pacífico;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;6.0;1;0;69;90.0
97.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;25;211;
70.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;40.0;1;0;336;
35.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;71;94.0
25.0;Guindalera;Madrid;Spain;Apartment;Private room;2;1.0;;;1;10;364;
30.0;Piovera;Madrid;Spain;House;Private room;2;1.0;300.0;40.0;1;15;47;97.0
160.0;Rios Rosas;Madrid;Spain;Apartment;Entire home/apt;7;2.0;200.0;70.0;3;10;351;85.0
60.0;Niño Jesús;Madrid;Spain;Apartment;Entire home/apt;4;1.0;95.0;27.0;2;15;77;100.0
75.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;5;1.0;100.0;15.0;2;25;288;92.0
275.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;8;1.5;;;1;0;365;80.0
22.0;Buttes-Montmartre;Paris;France;Apartment;Shared room;1;1.0;;7.0;1;0;59;87.0
120.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;30.0;1;0;253;92.0
65.0;Acacias;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;15.0;2;15;90;
38.0;Sol;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;30.0;1;0;308;77.0
20.0;Guindalera;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;84;80.0
80.0;Sol;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;30.0;1;0;266;98.0
81.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;32.0;2;11;300;83.0
65.0;Palos de Moguer;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;
328.0;Universidad;Madrid;Spain;Apartment;Shared room;8;2.5;;;1;0;365;
30.0;Niño Jesús;Madrid;Spain;Apartment;Private room;2;2.0;;;1;12;63;93.0
26.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;200.0;;1;0;364;
65.0;Argüelles;Madrid;Spain;Apartment;Private room;4;1.0;;45.0;1;25;363;
29.0;Trafalgar;Madrid;Spain;Apartment;Private room;1;1.0;90.0;;1;0;337;97.0
32.0;Arapiles;Madrid;Spain;Apartment;Private room;2;2.0;;10.0;1;0;356;70.0
42.0;Opañel;Madrid;Spain;House;Entire home/apt;4;1.0;;14.0;4;5;132;30.0
40.0;Argüelles;Madrid;Spain;Apartment;Private room;1;1.0;330.0;;2;20;362;98.0
57.0;Pacífico;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;254;95.0
20.0;San Isidro;Madrid;Spain;House;Private room;1;2.0;;;1;0;365;80.0
87.0;la Vila de Gràcia;Barcelona;Spain;Apartment;Entire home/apt;6;1.0;;;1;0;2;80.0
27.0;Numancia;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;365;
80.0;Ibiza;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;2;25;329;98.0
121.0;Centrum-Oost;Amsterdam;Netherlands;Boat;Entire home/apt;2;1.0;;;1;0;81;97.0
58.0;Goya;Madrid;Spain;Loft;Private room;6;2.0;200.0;20.0;3;20;143;98.0
30.0;Embajadores;Madrid;Spain;Apartment;Private room;3;0.5;100.0;15.0;1;0;105;93.0
66.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;2;10;139;97.0
69.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;18;
75.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;2;20;338;86.0
21.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;2;1.0;;;1;18;280;
100.0;Ménilmontant;Paris;France;Apartment;Entire home/apt;2;1.0;;;1;0;365;
59.0;Justicia;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;364;
75.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;6;1.0;100.0;30.0;4;10;266;93.0
25.0;Pinar del Rey;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;344;92.0
95.0;Justicia;Madrid;Spain;Loft;Entire home/apt;3;1.0;200.0;20.0;2;0;209;83.0
85.0;Goya;Madrid;Spain;Apartment;Entire home/apt;6;1.0;94.0;15.0;4;5;100;94.0
61.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;30.0;2;10;291;90.0
18.0;Aluche;Madrid;Spain;Apartment;Private room;3;1.0;;5.0;1;15;287;98.0
39.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;60.0;2;5;333;80.0
150.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;2;1.5;200.0;30.0;1;0;349;
145.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;8;1.0;;;1;0;249;100.0
29.0;Ibiza;Madrid;Spain;Apartment;Private room;2;1.0;99.0;9.0;1;15;42;99.0
52.0;Palacio;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;
65.0;Cortes;Madrid;Spain;Loft;Entire home/apt;4;1.0;300.0;40.0;2;10;278;88.0
38.0;Cortes;Madrid;Spain;Apartment;Private room;4;2.0;;12.0;2;28;350;92.0
27.0;Pacífico;Madrid;Spain;Apartment;Private room;1;3.0;100.0;5.0;1;0;126;90.0
59.0;Palma de Mallorca;Palma;Spain;Apartment;Entire home/apt;4;2.0;100.0;95.0;1;0;344;86.0
30.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;;20.0;1;12;357;91.0
45.0;Castillejos;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;
425.0;Castro/Upper Market;San Francisco;United States;House;Entire home/apt;4;1.0;;;1;0;71;
80.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;30.0;2;10;53;93.0
28.0;Palacio;Madrid;Spain;Apartment;Private room;2;2.0;;15.0;1;5;122;
80.0;Justicia;Madrid;Spain;House;Private room;2;1.0;;;1;0;303;100.0
25.0;Castellana;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;21;70.0
60.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;96.0;30.0;3;15;71;
39.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;;1;10;15;100.0
50.0;Guindalera;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;354;
250.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;6;2.0;;30.0;1;15;357;90.0
60.0;Almagro;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;3;15;250;97.0
22.0;Adelfas;Madrid;Spain;Apartment;Private room;2;1.0;;;1;20;93;97.0
20.0;Fuente del Berro;Madrid;Spain;Apartment;Private room;1;1.0;300.0;;1;0;351;100.0
89.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;10.0;1;0;77;92.0
50.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;70.0
100.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.5;150.0;35.0;2;15;340;
31.0;Casco Histórico de Vallecas;Madrid;Spain;Other;Private room;1;1.0;;5.0;1;0;0;
150.0;Casco Histórico de Vallecas;Madrid;Spain;House;Entire home/apt;4;2.0;;;1;0;365;87.0
75.0;Gaztambide;Madrid;Spain;Apartment;Entire home/apt;4;1.0;300.0;30.0;2;15;318;100.0
190.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;8;3.0;200.0;20.0;6;40;296;96.0
60.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;2;15;32;93.0
65.0;Acacias;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;10.0;1;0;209;100.0
59.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;6;2.0;;20.0;1;0;234;85.0
45.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;30.0;1;0;285;95.0
29.0;Cuatro Caminos;Madrid;Spain;Apartment;Private room;3;1.0;100.0;12.0;1;12;353;
37.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;20.0;1;0;307;86.0
98.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;;2;25;176;40.0
55.0;Embajadores;Madrid;Spain;House;Entire home/apt;5;1.0;150.0;30.0;2;20;303;99.0
15.0;Casa de Campo;Madrid;Spain;Apartment;Private room;1;1.0;150.0;5.0;1;0;104;100.0
75.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;40.0;3;0;306;100.0
89.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;2.0;500.0;39.0;1;0;284;97.0
190.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;2.0;500.0;100.0;1;0;316;100.0
90.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;5;1.0;200.0;24.0;2;24;334;100.0
50.0;Goya;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;1;0;310;
69.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;35.0;1;0;125;100.0
90.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;25.0;4;20;172;100.0
60.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;10;140;90.0
120.0;De Baarsjes - Oud-West;Amsterdam;Netherlands;Apartment;Entire home/apt;2;1.0;150.0;30.0;2;15;90;100.0
144.0;Dublin City;Dublin;Ireland;Apartment;Entire home/apt;5;2.0;;30.0;4;15;295;89.0
50.0;Dublin City;Dublin;Ireland;Apartment;Private room;2;1.5;;15.0;1;0;5;87.0
20.0;Delicias;Madrid;Spain;House;Private room;1;1.0;;;1;0;180;
68.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;120.0;;2;15;155;97.0
27.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;100.0;;1;20;169;
75.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;15.0;2;10;65;83.0
