Price;Neighbourhood Cleansed;City;Country;Property Type;Room Type;Accommodates;Bathrooms;Security Deposit;Cleaning Fee;Guests Included;Extra People;Availability 365;Review Scores Rating
16.0;Palacio;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;27;
26.0;Rios Rosas;Madrid;Spain;Condominium;Private room;2;1.0;;;1;0;288;95.0
35.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;;20.0;1;10;365;90.0
64.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;219;96.0
90.0;Ibiza;Madrid;Spain;Apartment;Entire home/apt;5;1.0;200.0;;4;15;298;90.0
95.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;95.0;25.0;1;0;283;96.0
179.0;Sol;Madrid;Spain;Apartment;Entire home/apt;8;2.0;100.0;35.0;6;0;212;93.0
94.0;la Dreta de l'Eixample;Barcelona;Spain;Apartment;Entire home/apt;6;1.0;;;1;0;0;20.0
22.0;Palomeras Sureste;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;2;10;159;
20.0;Casco Histórico de Vallecas;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;365;80.0
55.0;Guindalera;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;40.0;1;5;334;70.0
50.0;Concepción;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;30.0;4;10;76;98.0
95.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;40.0;1;0;310;98.0
49.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;300.0;50.0;1;0;315;100.0
20.0;Casco Histórico de Vallecas;Madrid;Spain;Apartment;Private room;2;1.0;;;1;10;365;97.0
70.0;Lista;Madrid;Spain;Apartment;Entire home/apt;6;1.5;150.0;30.0;3;15;281;88.0
65.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;30.0;4;10;165;80.0
20.0;Sol;Madrid;Spain;Apartment;Private room;3;3.0;;10.0;2;10;41;80.0
80.0;Casco Histórico de Vallecas;Madrid;Spain;Loft;Entire home/apt;6;2.0;;;2;15;296;80.0
37.0;Casa de Campo;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;2;10;18;95.0
49.0;Embajadores;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;100.0;15.0;6;0;338;96.0
27.0;Estrella;Madrid;Spain;Apartment;Private room;2;2.0;;;1;5;301;88.0
130.0;Pacífico;Madrid;Spain;Apartment;Entire home/apt;7;1.0;150.0;50.0;5;15;323;97.0
100.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;1;0;234;100.0
39.0;Ciudad Jardín;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;;1;0;244;94.0
40.0;Cuatro Caminos;Madrid;Spain;Other;Private room;2;1.0;;;1;20;358;94.0
100.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;4;20;347;
45.0;Palos de Moguer;Madrid;Spain;Apartment;Private room;2;2.0;200.0;;1;0;0;
95.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;80.0;2;10;131;87.0
26.0;Delicias;Madrid;Spain;Apartment;Private room;2;1.0;;;1;18;68;97.0
40.0;Bruxelles;Bruxelles;Belgium;Apartment;Private room;2;1.0;;10.0;1;10;44;98.0
25.0;Valverde;Madrid;Spain;House;Private room;1;1.0;;;1;0;365;100.0
30.0;Universidad;Madrid;Spain;House;Private room;2;1.0;;;1;5;282;92.0
120.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;5;153;89.0
90.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;250.0;40.0;2;40;69;97.0
80.0;Bellas Vistas;Madrid;Spain;Apartment;Entire home/apt;5;1.5;;20.0;2;20;312;88.0
60.0;Justicia;Madrid;Spain;House;Entire home/apt;4;1.0;;36.0;2;10;345;94.0
39.0;Frankfurter Allee Süd FK;Berlin;Germany;Apartment;Private room;2;1.0;;15.0;1;0;179;100.0
75.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;1;0;101;90.0
20.0;Palos de Moguer;Madrid;Spain;Apartment;Private room;2;1.0;90.0;;1;0;0;
32.0;Cortes;Madrid;Spain;Apartment;Private room;2;2.0;94.0;12.0;1;0;123;96.0
65.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;120.0;15.0;1;0;120;96.0
100.0;Legazpi;Madrid;Spain;Apartment;Entire home/apt;3;2.0;;50.0;3;50;365;95.0
26.0;Justicia;Madrid;Spain;Apartment;Private room;1;1.0;100.0;8.0;1;0;287;80.0
150.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;77.0;1;17;7;100.0
30.0;Embajadores;Madrid;Spain;House;Shared room;3;5.5;100.0;10.0;1;30;179;80.0
50.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;10.0;1;0;55;92.0
34.0;Goya;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;323;100.0
18.0;Arapiles;Madrid;Spain;House;Private room;2;2.0;;;1;0;0;
100.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;2;20;362;84.0
36.0;Palacio;Madrid;Spain;Apartment;Private room;2;1.0;100.0;;1;15;340;91.0
50.0;Costillares;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;180;100.0
875.0;Nueva España;Madrid;Spain;House;Entire home/apt;10;5.0;;375.0;1;0;261;
200.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;4;2.5;;90.0;4;50;4;100.0
32.0;Adelfas;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;15.0;2;10;144;88.0
90.0;Sol;Madrid;Spain;Apartment;Entire home/apt;7;1.0;;30.0;2;20;294;99.0
22.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;100.0;10.0;1;10;101;85.0
70.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;6;2.0;410.0;80.0;3;5;113;98.0
25.0;Valdefuentes;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;;;1;25;0;88.0
30.0;San Fermín;Madrid;Spain;Apartment;Private room;2;1.0;;10.0;1;0;224;96.0
40.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;226;96.0
80.0;Argüelles;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;87;100.0
145.0;Brent;London;United Kingdom;House;Entire home/apt;6;1.5;100.0;40.0;1;0;212;100.0
96.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.5;250.0;15.0;2;5;302;98.0
20.0;Justicia;Madrid;Spain;Condominium;Private room;1;2.0;200.0;;1;0;0;95.0
25.0;Lucero;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;363;100.0
46.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;9;98.0
19.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;22;91.0
35.0;Embajadores;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;;;1;15;303;98.0
60.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;25.0;2;15;287;93.0
79.0;Rios Rosas;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;1;0;281;98.0
40.0;Delicias;Delicias;Spain;Apartment;Entire home/apt;2;1.0;;15.0;1;10;98;86.0
60.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;;1;0;315;98.0
170.0;Sant Pere, Santa Caterina i la Ribera;Barcelona;Spain;Apartment;Entire home/apt;4;2.0;100.0;65.0;1;0;38;95.0
45.0;Almagro;Madrid;Spain;Bed & Breakfast;Private room;2;6.0;85.0;;1;45;97;
19.0;Berruguete;Madrid;Spain;Apartment;Private room;2;1.0;;;1;15;365;
120.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;3;1.0;120.0;;2;20;0;
20.0;Arapiles;Madrid;Spain;House;Private room;1;1.0;;;1;0;81;
22.0;Pacífico;Madrid;Spain;Apartment;Private room;2;1.0;;;1;8;4;88.0
220.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;10;2.0;200.0;100.0;4;20;301;80.0
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;1;0;329;84.0
30.0;San Isidro;Madrid;Spain;Apartment;Entire home/apt;1;1.5;300.0;20.0;1;12;88;
39.0;Bellas Vistas;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;30.0;1;15;164;82.0
82.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;30.0;2;20;0;
51.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;5;2.0;500.0;;1;0;0;100.0
34.0;Goya;Madrid;Spain;House;Private room;2;1.0;;9.0;1;15;354;97.0
69.0;Universidad;Madrid;Spain;House;Entire home/apt;4;1.0;150.0;29.0;2;10;129;96.0
60.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;2;0;191;92.0
290.0;Alcúdia;Alcúdia;Spain;House;Entire home/apt;8;3.0;;;1;0;258;100.0
75.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;30.0;3;20;338;94.0
24.0;Chopera;Madrid;Spain;Apartment;Private room;2;2.0;100.0;10.0;1;10;113;100.0
20.0;Justicia;Madrid;Spain;Apartment;Private room;1;1.0;100.0;5.0;1;18;348;90.0
27.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;311;74.0
115.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;10.0;5;15;358;80.0
55.0;Palomeras Bajas;Madrid;Spain;Apartment;Entire home/apt;4;1.0;199.0;18.0;2;10;106;99.0
25.0;Almendrales;Madrid;Spain;Apartment;Private room;1;2.0;;;1;0;0;
60.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;20.0;2;10;309;72.0
24.0;Rios Rosas;Madrid;Spain;Other;Private room;2;1.0;;;2;0;276;92.0
35.0;Almagro;Madrid;Spain;Apartment;Private room;2;1.0;715.0;;1;12;74;
79.0;Castellana;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;30.0;2;10;263;93.0
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;30.0;2;15;32;94.0
50.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;30.0;2;15;64;89.0
25.0;Pacífico;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;67;95.0
249.0;Westminster;London;United Kingdom;Apartment;Entire home/apt;4;1.0;99.0;;2;15;54;83.0
81.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;120.0;25.0;2;11;148;100.0
79.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;20.0;2;10;26;91.0
65.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;;2;0;299;96.0
84.0;Palacio;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;365;
201.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;6;2.0;;103.0;1;0;112;97.0
102.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;6;2.0;300.0;52.0;1;11;162;86.0
55.0;Atocha;Madrid;Spain;House;Private room;1;2.0;;;1;0;346;98.0
130.0;Guindalera;Madrid;Spain;Chalet;Private room;6;1.0;100.0;50.0;1;25;0;
125.0;Centrum-West;Amsterdam;Netherlands;Apartment;Entire home/apt;2;1.0;;;1;0;90;
54.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;69;88.0
27.0;Palacio;Madrid;Spain;Apartment;Private room;2;1.0;;;1;25;345;100.0
10.0;Numancia;Madrid;Spain;Apartment;Private room;1;1.5;100.0;20.0;1;0;341;100.0
90.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;20.0;2;15;185;96.0
45.0;Ciudad Universitaria;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;1;35;365;
42.0;Puerta del Angel;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;310;84.0
87.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;25.0;2;15;0;
34.0;San Isidro;Madrid;Spain;Chalet;Private room;2;2.0;100.0;15.0;1;15;85;93.0
120.0;Acacias;Madrid;Spain;Apartment;Entire home/apt;5;2.0;;30.0;4;20;301;95.0
35.0;Justicia;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;150.0;;1;25;349;99.0
22.0;Bellas Vistas;Madrid;Spain;Apartment;Private room;1;1.0;90.0;;1;10;18;87.0
20.0;Cortes;Madrid;Spain;Apartment;Private room;1;1.0;100.0;9.0;1;0;33;87.0
69.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;25.0;2;20;325;96.0
55.0;Guindalera;Madrid;Spain;Loft;Entire home/apt;2;1.0;;20.0;2;15;98;95.0
160.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;2.0;100.0;40.0;4;35;155;100.0
100.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;6;2.0;200.0;30.0;1;0;302;81.0
38.0;Peñagrande;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;2;15;343;95.0
78.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;;;1;28;311;90.0
25.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;2;1.0;600.0;;1;13;0;96.0
70.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;90.0;10.0;2;11;280;94.0
20.0;San Fermín;Madrid;Spain;House;Private room;1;1.0;;;1;7;343;89.0
45.0;Imperial;Madrid;Spain;Apartment;Private room;2;1.5;;;1;0;87;
10.0;Pacífico;Madrid;Spain;Apartment;Private room;1;1.0;95.0;5.0;1;0;0;
45.0;Valverde;Madrid;Spain;Apartment;Private room;2;2.0;;10.0;1;0;180;96.0
50.0;Nueva España;Madrid;Spain;Other;Private room;2;2.0;;;1;0;158;20.0
45.0;Embajadores;Madrid;Spain;House;Entire home/apt;3;1.0;;;1;0;231;
16.0;Embajadores;Madrid;Spain;House;Shared room;1;1.0;100.0;10.0;1;18;180;74.0
25.0;Almendrales;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;364;90.0
80.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;6;1.0;150.0;30.0;4;10;0;75.0
40.0;Ventas;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;179;
35.0;El Viso;Madrid;Spain;Apartment;Private room;2;1.0;100.0;24.0;1;12;364;100.0
25.0;Chopera;Madrid;Spain;Apartment;Private room;1;1.0;;10.0;1;0;178;100.0
78.0;Casco Histórico de Barajas;Madrid;Spain;House;Entire home/apt;8;1.0;100.0;22.0;4;10;124;92.0
18.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;;10.0;1;0;320;98.0
65.0;Cortes;Madrid;Spain;Loft;Entire home/apt;3;1.0;;10.0;3;15;298;93.0
110.0;Sol;Madrid;Spain;Apartment;Entire home/apt;5;2.0;;;1;0;119;
60.0;Embajadores;Madrid;Spain;Loft;Entire home/apt;4;1.0;160.0;30.0;2;10;305;83.0
80.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;49.0;2;15;272;96.0
25.0;Arapiles;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;32;90.0
160.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;6;2.5;300.0;37.0;4;35;325;89.0
60.0;West Town;Chicago;United States;Apartment;Private room;2;1.0;500.0;;1;0;153;95.0
64.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;400.0;60.0;1;10;65;
85.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;25.0;1;0;46;
59.0;Acacias;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;10;309;95.0
42.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;118;91.0
31.0;Palacio;Madrid;Spain;Apartment;Private room;1;2.0;;;1;0;311;
39.0;Castellana;Madrid;Spain;Other;Private room;1;0.5;;;1;0;313;97.0
35.0;l'Antiga Esquerra de l'Eixample;Barcelona;Spain;Apartment;Private room;2;1.5;;;1;10;353;91.0
60.0;Palos de Moguer;Madrid;Spain;House;Entire home/apt;2;1.0;100.0;15.0;2;25;173;100.0
19.0;Concepción;Madrid;Spain;Apartment;Private room;2;1.0;;;1;7;355;87.0
18.0;Cuatro Caminos;Madrid;Spain;Apartment;Private room;1;2.0;;;1;0;0;100.0
33.0;Palacio;Madrid;Spain;Apartment;Private room;3;1.0;;;1;0;188;
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;20.0;2;10;313;90.0
139.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;105;
113.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;1.5;300.0;30.0;2;15;265;96.0
46.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;25.0;2;10;294;
23.0;Timón;Madrid;Spain;House;Private room;1;1.0;100.0;;1;15;86;
140.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;700.0;90.0;1;0;322;100.0
80.0;Berruguete;Madrid;Spain;Loft;Entire home/apt;3;2.0;;;1;0;14;
69.0;Sol;Madrid;Spain;House;Entire home/apt;4;1.0;;25.0;1;6;279;100.0
94.0;Goya;Madrid;Spain;Apartment;Entire home/apt;3;1.0;200.0;30.0;1;0;204;99.0
20.0;Argüelles;Madrid;Spain;Apartment;Private room;1;1.0;;20.0;1;0;171;100.0
90.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;;2;10;339;93.0
95.0;Santa Margalida;Can Picafort;Spain;Townhouse;Entire home/apt;6;2.0;;95.0;1;0;364;
85.0;Guindalera;Madrid;Spain;Apartment;Entire home/apt;9;2.0;150.0;40.0;3;20;352;
75.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;19;
162.0;Cuatro Caminos;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;;1;0;357;
100.0;Llubí;Llubí;Spain;Bed & Breakfast;Private room;2;1.0;;;1;0;365;100.0
135.0;Cortes;Madrid;Spain;Other;Entire home/apt;6;2.0;200.0;35.0;4;20;295;96.0
70.0;Lista;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;40.0;1;0;51;100.0
59.0;Pilar;Madrid;Spain;Loft;Entire home/apt;4;1.0;550.0;19.0;3;8;159;
75.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;33.0;3;0;172;98.0
25.0;Palos de Moguer;Madrid;Spain;House;Private room;2;1.0;;;1;0;0;80.0
65.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;100.0;35.0;2;15;294;100.0
30.0;Costillares;Madrid;Spain;House;Private room;1;1.0;;;1;0;365;94.0
90.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;10;
300.0;Sol;Madrid;Spain;Apartment;Entire home/apt;10;2.0;;80.0;7;20;266;95.0
65.0;Embajadores;Madrid;Spain;Apartment;Private room;2;2.0;;10.0;1;0;161;99.0
50.0;Justicia;Madrid;Spain;Apartment;Private room;2;2.0;;10.0;1;0;68;94.0
60.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;1;0;0;90.0
89.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;30.0;1;0;36;100.0
65.0;Sol;Madrid;Spain;House;Private room;2;1.0;;;1;0;335;100.0
21.0;Valdeacederas;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;283;
65.0;Rios Rosas;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;25.0;3;20;292;96.0
27.0;Puerta Bonita;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;359;87.0
30.0;Universidad;Madrid;Spain;Apartment;Private room;2;2.0;;20.0;1;0;0;
45.0;Cortes;Madrid;Spain;Apartment;Private room;4;1.0;94.0;12.0;2;15;162;94.0
45.0;Gaztambide;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;20.0;2;15;339;83.0
165.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;6;2.0;500.0;49.0;4;17;79;100.0
50.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;1;1.0;;;1;0;68;
38.0;Lista;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;319;90.0
40.0;Cortes;Madrid;Spain;Apartment;Private room;2;1.0;;20.0;2;0;263;96.0
55.0;Cortes;Madrid;Spain;Apartment;Private room;2;1.0;;25.0;1;0;0;
65.0;Buttes-Chaumont;Paris;France;Apartment;Entire home/apt;4;1.0;;25.0;4;10;32;90.0
31.0;Sol;Madrid;Spain;Apartment;Private room;3;1.0;;5.0;1;8;107;82.0
120.0;Pacífico;Madrid;Spain;Apartment;Entire home/apt;9;2.0;150.0;;6;20;293;81.0
50.0;Ventas;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;30.0;1;0;350;90.0
149.0;Centrum-West;Amsterdam;Netherlands;Apartment;Entire home/apt;4;1.5;500.0;30.0;1;0;26;91.0
22.0;Bromley;London;United Kingdom;Apartment;Private room;2;1.5;;15.0;1;10;365;75.0
40.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;22.0;1;5;0;100.0
80.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;2.0;250.0;30.0;2;15;312;97.0
45.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;30.0;1;0;285;
57.0;Ealing;London;United Kingdom;Apartment;Entire home/apt;2;1.0;;;1;0;57;
25.0;Comillas;Madrid;Spain;Apartment;Private room;2;0.0;;20.0;1;25;363;
40.0;Sol;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;313;85.0
113.0;Nueva España;Madrid;Spain;Apartment;Entire home/apt;6;2.0;200.0;40.0;4;15;93;100.0
30.0;Justicia;Madrid;Spain;Apartment;Private room;1;1.0;;15.0;2;10;364;
38.0;Universidad;Madrid;Spain;Apartment;Private room;4;2.0;;5.0;2;7;339;86.0
55.0;Jerónimos;Madrid;Spain;Apartment;Private room;3;1.0;150.0;33.0;2;31;40;95.0
20.0;San Fermín;Madrid;Spain;Apartment;Private room;2;1.0;;;1;8;111;94.0
40.0;Universidad;Madrid;Spain;House;Entire home/apt;2;1.0;;;1;0;0;90.0
50.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;3;1.5;;;1;0;23;89.0
35.0;Palacio;Madrid;Spain;Dorm;Private room;1;1.0;;;1;0;310;100.0
27.0;Longsight;Manchester;United Kingdom;House;Private room;2;1.5;80.0;6.0;1;6;41;86.0
17.0;Puerta Bonita;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;153;98.0
55.0;Justicia;Madrid;Spain;Condominium;Entire home/apt;2;1.0;;10.0;1;10;0;88.0
100.0;l'Antiga Esquerra de l'Eixample;Barcelona;Spain;Apartment;Entire home/apt;6;2.0;300.0;;1;0;0;
25.0;Palacio;Madrid;Spain;Apartment;Private room;2;2.0;;15.0;1;5;250;
35.0;Casa de Campo;Madrid;Spain;Condominium;Private room;1;1.0;90.0;;1;10;347;100.0
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;10.0;1;0;331;89.0
56.0;Sol;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;100.0;15.0;1;0;76;94.0
80.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;3;1.0;200.0;30.0;2;20;104;97.0
51.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;22.0;2;15;275;87.0
99.0;Sol;Madrid;Spain;Apartment;Entire home/apt;5;2.0;200.0;20.0;1;0;222;85.0
15.0;Embajadores;Madrid;Spain;Apartment;Private room;1;2.0;;15.0;1;0;250;
35.0;Trafalgar;Madrid;Spain;Apartment;Private room;2;1.0;;14.0;1;11;345;95.0
65.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;15.0;2;10;348;85.0
80.0;Nueva España;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;353;90.0
113.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;2.0;200.0;35.0;2;20;213;91.0
14.0;Casco Histórico de Vallecas;Madrid;Spain;Other;Private room;2;1.0;100.0;8.0;1;10;338;93.0
39.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;281;80.0
95.0;Prosperidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;40.0;1;0;317;
40.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;5.0;2;10;216;82.0
25.0;Portazgo;Madrid;Spain;Apartment;Private room;1;2.0;;;1;0;334;100.0
30.0;Justicia;Madrid;Spain;Apartment;Private room;2;1.0;100.0;20.0;1;0;19;
29.0;Portazgo;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;
22.0;Alameda de Osuna;Madrid;Spain;Apartment;Private room;2;0.5;90.0;;1;12;342;
45.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;18.0;1;0;0;95.0
32.0;Alameda de Osuna;Madrid;Spain;Apartment;Private room;2;2.0;;5.0;1;0;51;98.0
17.0;Palos de Moguer;Madrid;Spain;House;Private room;1;1.0;;;1;17;271;90.0
24.0;Universidad;Madrid;Spain;Other;Private room;3;1.0;;;2;10;353;95.0
37.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;20.0;1;0;333;96.0
60.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;0;
21.0;Sol;Madrid;Spain;Apartment;Private room;1;5.0;200.0;;1;0;1;
250.0;Universidad;Madrid;Spain;Condominium;Private room;2;1.0;;;1;0;90;
40.0;Acacias;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;2;0;20;93.0
17.0;Chopera;Madrid;Spain;Bed & Breakfast;Private room;5;2.0;;10.0;1;15;165;85.0
24.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;300.0;;1;0;67;83.0
50.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;269;80.0
35.0;Casa de Campo;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;362;80.0
80.0;Jerónimos;Madrid;Spain;Apartment;Entire home/apt;6;1.0;200.0;;4;20;302;93.0
120.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;40.0;1;0;79;90.0
28.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;150.0;10.0;1;15;361;87.0
110.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;250.0;15.0;2;5;226;99.0
90.0;Ibiza;Madrid;Spain;Condominium;Entire home/apt;5;1.0;200.0;;4;10;288;100.0
29.0;Goya;Madrid;Spain;Apartment;Private room;2;2.0;;;1;12;66;90.0
35.0;Embajadores;Madrid;Spain;Apartment;Private room;2;0.0;;;1;10;325;98.0
63.0;Embajadores;Madrid;Spain;Loft;Entire home/apt;4;1.0;100.0;25.0;2;11;318;93.0
30.0;Cortes;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;1;0;153;
90.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;40.0;1;0;319;
65.0;Alexanderplatz;Berlin;Germany;Apartment;Private room;1;1.0;;30.0;1;0;359;90.0
65.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;2;10;119;91.0
