Price;Neighbourhood Cleansed;City;Country;Property Type;Room Type;Accommodates;Bathrooms;Security Deposit;Cleaning Fee;Guests Included;Extra People;Amenities;Availability 365;Review Scores Rating
50.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;20.0;2;10;0;320;80.0
150.0;Ibiza;Madrid;Spain;Apartment;Entire home/apt;6;3.0;;40.0;4;15;0;277;91.0
18.0;Chopera;Madrid;Spain;Apartment;Private room;1;1.0;;;1;15;0;160;
23.0;Almagro;Madrid;Spain;House;Private room;11;3.0;100.0;30.0;1;22;0;348;89.0
38.0;Cortes;Madrid;Spain;House;Private room;2;1.0;;;2;15;0;345;80.0
30.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;351;
17.0;Embajadores;Madrid;Spain;House;Private room;2;1.0;;;1;11;0;0;88.0
25.0;Arapiles;Madrid;Spain;Apartment;Private room;1;1.0;100.0;;1;0;0;281;96.0
70.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;15;0;289;94.0
39.0;Imperial;Madrid;Spain;Other;Private room;1;1.0;;;1;0;0;365;
49.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;89.0;9.0;2;8;0;14;82.0
30.0;Pacífico;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;3;100.0
80.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;40.0;2;10;0;254;90.0
180.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;10;2.0;200.0;70.0;2;20;0;301;
90.0;Lista;Madrid;Spain;Loft;Entire home/apt;6;2.0;;45.0;2;20;0;337;88.0
40.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;;;1;15;0;56;
40.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;3;1.0;200.0;30.0;2;10;0;8;89.0
100.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;62;88.0
45.0;Santa Margalida;Can Picafort;Spain;Apartment;Entire home/apt;5;2.0;150.0;;1;0;0;237;94.0
51.0;Ealing;London;United Kingdom;Apartment;Entire home/apt;2;1.0;;10.0;2;20;0;122;89.0
95.0;Casa de Campo;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;0;348;85.0
176.0;Santa María del Camí;Santa Maria del Camí;Spain;Bed & Breakfast;Private room;3;1.0;;;1;50;1;364;100.0
80.0;Quintana;Madrid;Spain;House;Entire home/apt;4;1.0;;30.0;2;5;0;1;96.0
15.0;Palos de Moguer;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;0;
28.0;Gaztambide;Madrid;Spain;Apartment;Private room;3;1.0;;;1;0;0;33;
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;20.0;2;8;0;316;93.0
50.0;Numancia;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;10.0;1;0;0;0;
34.0;Batignolles-Monceau;Paris;France;Apartment;Entire home/apt;2;1.0;200.0;7.0;1;5;0;0;78.0
40.0;Pacífico;Madrid;Spain;Condominium;Entire home/apt;6;1.0;100.0;29.0;2;10;0;302;86.0
25.0;Delicias;Madrid;Spain;House;Private room;1;1.0;;;1;0;0;85;96.0
90.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;25.0;1;0;0;296;99.0
145.0;Llucmajor;Llucmajor;Spain;House;Entire home/apt;7;1.0;150.0;;7;20;1;307;91.0
37.0;Casa de Campo;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;2;10;0;18;95.0
30.0;Cortes;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;155;98.0
42.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;0;291;83.0
35.0;San Diego;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;312;93.0
380.0;Peñagrande;Madrid;Spain;Villa;Entire home/apt;16;5.5;400.0;50.0;14;47;1;258;97.0
40.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.5;;;1;0;0;314;89.0
50.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;25.0;1;0;0;318;83.0
50.0;San Isidro;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;15.0;1;0;0;58;100.0
65.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;25.0;2;10;0;19;100.0
40.0;Gaztambide;Madrid;Spain;Apartment;Private room;2;1.0;;;1;10;0;60;97.0
110.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;6;1.0;85.0;10.0;1;0;0;0;
120.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;5;1.0;200.0;;1;0;0;298;
30.0;Trafalgar;Madrid;Spain;Apartment;Private room;3;1.0;;;2;5;0;3;
15.0;Palacio;Madrid;Spain;Apartment;Private room;1;2.0;;15.0;1;0;0;293;
70.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;500.0;20.0;2;15;0;265;98.0
50.0;Canillas;Madrid;Spain;Apartment;Private room;1;1.0;500.0;20.0;1;0;0;365;100.0
65.0;Sol;Madrid;Spain;Apartment;Entire home/apt;2;1.0;300.0;25.0;1;0;0;222;98.0
22.0;Palacio;Madrid;Spain;Apartment;Private room;1;2.0;;5.0;1;0;0;250;
36.0;Palomeras Sureste;Madrid;Spain;Apartment;Entire home/apt;6;2.0;;15.0;1;0;0;0;86.0
35.0;Embajadores;Madrid;Spain;Apartment;Private room;2;0.0;;;1;10;0;325;98.0
50.0;Vista Alegre;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;40.0;2;15;0;0;100.0
40.0;Puerta del Angel;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;25.0;2;15;0;97;97.0
40.0;Delicias;Madrid;Spain;Apartment;Private room;4;1.0;;;2;10;0;365;80.0
550.0;Palacio;Madrid;Spain;Condominium;Entire home/apt;4;1.0;;;1;0;0;0;
40.0;Universidad;Madrid;Spain;Apartment;Private room;3;1.5;150.0;;2;20;0;279;93.0
69.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;30.0;1;0;0;297;100.0
169.0;la Dreta de l'Eixample;Barcelona;Spain;Apartment;Entire home/apt;8;2.0;250.0;79.0;2;39;0;305;92.0
79.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;30.0;2;29;0;4;93.0
89.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.5;;35.0;1;0;0;39;93.0
80.0;Embajadores;Madrid;Spain;House;Entire home/apt;4;1.0;;30.0;2;20;0;152;98.0
;Vesterbro-Kongens Enghave;København;Denmark;Apartment;Entire home/apt;5;1.0;;500.0;2;500;0;342;98.0
115.0;Palacio;Madrid;Spain;Loft;Entire home/apt;2;1.0;;20.0;1;10;0;352;100.0
55.0;Sol;Madrid;Spain;Apartment;Entire home/apt;3;1.5;200.0;8.0;3;15;0;325;82.0
20.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;0;80.0
20.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;2;1.0;;10.0;2;7;0;346;95.0
19.0;Almenara;Madrid;Spain;Apartment;Private room;2;1.0;;;1;18;0;312;95.0
12.0;Los Angeles;Madrid;Spain;House;Private room;1;1.5;;;1;0;0;250;
34.0;Acacias;Madrid;Spain;Other;Shared room;2;1.0;;;1;0;0;310;92.0
140.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;4;1.0;250.0;78.0;1;0;0;326;100.0
20.0;Salvador;Madrid;Spain;Bed & Breakfast;Private room;1;1.0;;;1;0;0;27;100.0
100.0;Acacias;Madrid;Spain;Apartment;Entire home/apt;6;2.0;;20.0;1;0;1;89;
20.0;Almendrales;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;16;20.0
17.0;Jerónimos;Madrid;Spain;Condominium;Private room;2;1.0;;;1;7;0;287;88.0
19.0;Simancas;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;341;94.0
39.0;Cuatro Caminos;Madrid;Spain;Apartment;Private room;2;1.0;;;1;10;0;230;96.0
89.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;0;145;
65.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;33.0;1;0;0;306;80.0
35.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;250.0;10.0;1;0;0;196;98.0
10.0;San Diego;Madrid;Spain;Apartment;Private room;1;1.0;200.0;20.0;1;0;0;249;40.0
105.0;Gaztambide;Madrid;Spain;Apartment;Entire home/apt;5;1.5;;;1;0;0;320;96.0
30.0;Campamento;Madrid;Spain;Apartment;Private room;1;1.0;;5.0;1;25;0;364;
55.0;Castillejos;Madrid;Spain;Boutique hotel;Private room;2;1.0;;;1;0;1;362;
39.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;100.0;5.0;1;25;0;363;
130.0;Sunset Park;Brooklyn;United States;Apartment;Entire home/apt;4;1.0;;;1;0;0;56;
85.0;Opañel;Madrid;Spain;Apartment;Entire home/apt;6;1.0;200.0;50.0;3;20;0;299;96.0
40.0;Sol;Madrid;Spain;Apartment;Private room;4;3.0;;;1;15;0;358;93.0
90.0;Goya;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;;;1;0;0;365;87.0
70.0;Comillas;Madrid;Spain;Apartment;Entire home/apt;6;1.0;150.0;;1;0;0;22;60.0
69.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;;1;0;0;113;100.0
125.0;Embajadores;Madrid;Spain;House;Entire home/apt;5;1.0;;;1;0;0;354;87.0
77.0;Lista;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;30.0;1;0;0;15;96.0
40.0;Puerta del Angel;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;48.0;2;8;0;23;96.0
107.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;;1;0;0;337;
40.0;el Raval;Barcelona;Spain;Apartment;Private room;1;1.0;;;1;20;0;301;97.0
60.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;5;1.0;200.0;30.0;2;15;0;216;80.0
18.0;San Diego;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;1;0;0;1;
19.0;Vista Alegre;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;342;100.0
189.0;Sydney;Darlinghurst;Australia;Apartment;Entire home/apt;2;1.0;;35.0;2;35;0;179;
55.0;Justicia;Madrid;Spain;Apartment;Private room;4;1.0;150.0;;1;0;0;310;95.0
80.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;50.0;2;10;0;342;60.0
50.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;;2;17;0;7;100.0
22.0;Argüelles;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;365;80.0
160.0;Sant Pere, Santa Caterina i la Ribera;Barcelona;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;0;0;80.0
130.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;8;1.0;200.0;70.0;4;10;0;298;80.0
36.0;Comillas;Madrid;Spain;Loft;Entire home/apt;2;1.0;;15.0;2;10;0;85;81.0
80.0;Goya;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;0;0;297;95.0
30.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;365;
150.0;Sol;Madrid;Spain;Other;Entire home/apt;5;2.0;300.0;95.0;1;0;0;335;100.0
80.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;5;1.0;250.0;30.0;2;15;0;317;95.0
80.0;Fuente del Berro;Madrid;Spain;House;Private room;2;2.0;100.0;;1;0;0;364;90.0
155.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;77.0;4;0;0;232;
90.0;Castillejos;Madrid;Spain;Other;Entire home/apt;2;1.0;;;2;0;0;174;100.0
14.0;San Diego;Madrid;Spain;Apartment;Private room;1;1.0;90.0;;1;0;0;77;100.0
69.0;Goya;Madrid;Spain;House;Entire home/apt;3;1.0;150.0;20.0;2;12;0;179;90.0
110.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;1.0;300.0;50.0;2;40;0;354;100.0
20.0;Argüelles;Madrid;Spain;Bed & Breakfast;Private room;1;4.0;500.0;50.0;1;0;0;220;98.0
38.0;Delicias;Madrid;Spain;Apartment;Private room;3;1.0;;5.0;2;10;0;56;96.0
45.0;Recoletos;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;365;
570.0;Sant Llorenç des Cardassar;Sant Llorenç des Cardassar;Spain;House;Entire home/apt;16;8.0;;;12;45;1;212;
129.0;Edgewood, Bloomingdale, Truxton Circle, Eckington;Washington;United States;House;Private room;2;1.5;125.0;25.0;2;25;0;332;100.0
35.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;20.0;1;0;0;4;80.0
70.0;Costillares;Madrid;Spain;Other;Entire home/apt;4;1.0;;;1;0;1;327;91.0
100.0;Puerta Bonita;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;7;
65.0;El Viso;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;312;99.0
18.0;Guindalera;Madrid;Spain;Apartment;Private room;2;1.0;;;1;7;0;25;93.0
175.0;Sol;Madrid;Spain;Apartment;Entire home/apt;3;1.0;600.0;40.0;2;75;0;179;
139.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;77.0;2;17;0;217;98.0
10.0;Buenavista;Madrid;Spain;House;Private room;2;1.0;;;1;0;0;0;
60.0;Acacias;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;;2;10;0;323;
160.0;Almagro;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;50.0;1;10;0;98;
124.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;40.0;2;20;0;42;90.0
85.0;Inverleith, Goldenacre and Warriston;Edinburgh;United Kingdom;Apartment;Entire home/apt;4;1.0;170.0;20.0;4;20;0;280;94.0
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;10.0;1;0;0;58;92.0
75.0;Lake View;Chicago;United States;Apartment;Private room;2;1.0;;40.0;1;25;0;255;98.0
120.0;Buttes-Montmartre;Paris;France;Apartment;Entire home/apt;4;1.0;;;1;0;0;0;
40.0;Acacias;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;2;0;0;20;93.0
69.0;Guindalera;Madrid;Spain;Apartment;Entire home/apt;2;1.0;350.0;50.0;1;10;0;365;88.0
65.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;;1;0;0;69;96.0
21.0;Chopera;Madrid;Spain;House;Private room;1;1.0;;;1;0;0;365;100.0
16.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.5;;20.0;1;0;0;272;
83.0;Kensington and Chelsea;Chelsea, London;United Kingdom;Apartment;Entire home/apt;3;1.0;;50.0;2;25;0;335;83.0
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;7;1.0;100.0;25.0;2;20;0;96;78.0
29.0;Sencelles;Sencelles;Spain;Camper/RV;Entire home/apt;3;1.0;400.0;40.0;2;15;0;79;100.0
50.0;Sol;Madrid;Spain;Other;Private room;2;1.0;;;1;0;0;0;
25.0;Imperial;Madrid;Spain;Apartment;Private room;2;1.0;;;1;15;0;319;95.0
35.0;Palma de Mallorca;Palma;Spain;Apartment;Private room;4;1.0;300.0;;2;10;0;82;
95.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;6;2.0;150.0;30.0;4;15;0;255;95.0
56.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;35.0;2;7;0;280;93.0
48.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;250.0;30.0;2;0;0;307;94.0
44.0;Universidad;Madrid;Spain;Apartment;Private room;2;2.0;;10.0;1;0;0;112;
45.0;Berruguete;Madrid;Spain;House;Entire home/apt;4;1.0;;15.0;4;5;0;107;
500.0;Cortes;Madrid;Spain;Other;Private room;1;1.0;;;1;0;0;365;
18.0;Delicias;Madrid;Spain;Condominium;Private room;2;1.0;;;1;0;0;0;
40.0;Rios Rosas;Madrid;Spain;Apartment;Private room;2;2.0;;;1;0;0;72;
109.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;25.0;2;20;0;290;97.0
19.0;Acacias;Madrid;Spain;House;Private room;1;1.0;;20.0;1;0;0;71;
38.0;Palacio;Madrid;Spain;Bed & Breakfast;Private room;3;1.0;100.0;10.0;1;20;0;300;98.0
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;20.0;1;0;0;334;91.0
45.0;Berruguete;Madrid;Spain;Apartment;Entire home/apt;2;1.0;95.0;;1;0;0;291;100.0
163.0;Hollywood;Los Angeles;United States;Apartment;Entire home/apt;5;2.0;;35.0;4;25;0;100;95.0
95.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;5;2.0;;;2;25;0;132;
30.0;Berruguete;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;;5.0;1;0;0;125;100.0
110.0;Pilar;Madrid;Spain;Other;Entire home/apt;6;2.0;200.0;;1;0;0;139;
65.0;Vinateros;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;25.0;1;0;0;160;87.0
49.0;San Diego;Madrid;Spain;Apartment;Entire home/apt;4;1.0;93.0;10.0;3;0;0;156;80.0
13.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;0;
35.0;Argüelles;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;187;93.0
32.0;Palacio;Madrid;Spain;House;Private room;2;1.0;;16.0;1;18;0;365;82.0
36.0;Universidad;Madrid;Spain;Apartment;Private room;4;1.0;150.0;10.0;1;25;0;309;
12.0;Rosas;Madrid;Spain;Other;Private room;2;1.0;;;1;12;0;318;82.0
40.0;Corralejos;Madrid;Spain;House;Private room;2;1.0;;;1;10;0;187;100.0
37.0;Moscardó;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;327;100.0
45.0;Delicias;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;10;0;266;97.0
65.0;Universidad;Madrid;Spain;Loft;Private room;2;1.0;;;1;0;0;53;100.0
14.0;Canillas;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;157;
60.0;Pueblo Nuevo;Madrid;Spain;Apartment;Entire home/apt;6;1.0;85.0;20.0;2;20;0;197;95.0
64.0;Embajadores;Madrid;Spain;House;Entire home/apt;4;1.0;;20.0;3;10;0;259;95.0
79.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;25.0;2;10;1;128;100.0
75.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;2;15;0;265;97.0
155.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;300.0;30.0;2;0;0;341;97.0
37.0;Ventas;Madrid;Spain;Apartment;Entire home/apt;7;1.0;;20.0;3;9;0;326;84.0
60.0;Numancia;Madrid;Spain;Apartment;Entire home/apt;3;1.0;800.0;;1;0;0;327;
55.0;Delicias;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;10.0;2;15;1;149;93.0
79.0;Numancia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;1;0;0;54;97.0
33.0;Goya;Madrid;Spain;Apartment;Private room;2;1.0;100.0;10.0;1;10;0;117;98.0
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;;2;12;0;109;95.0
24.0;Canillas;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;330;73.0
158.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;8;3.0;250.0;50.0;4;20;0;113;97.0
50.0;Sol;Madrid;Spain;Apartment;Private room;2;1.0;;;1;20;0;286;90.0
45.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;15.0;1;15;0;302;92.0
25.0;Hispanoamérica;Madrid;Spain;Apartment;Private room;2;1.5;;;1;0;0;88;80.0
195.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;6;1.0;150.0;30.0;6;0;0;290;
25.0;Sants;Barcelona;Spain;Apartment;Private room;1;1.0;;15.0;1;0;0;13;
120.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;;2;30;0;295;100.0
20.0;Ciudad Universitaria;Madrid;Spain;House;Private room;2;1.0;;;1;19;0;155;100.0
19.0;Chopera;Madrid;Spain;Apartment;Private room;2;1.0;;12.0;2;19;0;120;87.0
39.0;Justicia;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;;15.0;1;0;0;334;93.0
50.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;15.0;2;10;0;251;96.0
120.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;6;2.0;150.0;;2;18;0;30;89.0
19.0;Pinar del Rey;Madrid;Spain;House;Private room;1;1.0;;;1;0;0;340;95.0
130.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;5;2.0;150.0;25.0;4;20;0;314;97.0
140.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;5;2.0;600.0;60.0;1;0;0;80;100.0
50.0;Lista;Madrid;Spain;House;Private room;1;1.0;;;1;0;0;88;
30.0;Arapiles;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;64;100.0
60.0;Valldemossa;Valldemossa;Spain;House;Entire home/apt;4;1.0;100.0;95.0;1;0;0;334;91.0
150.0;Castellana;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;95;100.0
21.0;Atocha;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;279;68.0
52.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;8;0;59;98.0
37.0;Sol;Madrid;Spain;Apartment;Private room;1;3.0;200.0;30.0;1;0;0;299;
79.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;8;1.0;150.0;35.0;4;10;0;110;82.0
59.0;Valverde;Madrid;Spain;House;Entire home/apt;2;1.0;150.0;25.0;2;35;0;233;96.0
58.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;15;0;141;84.0
45.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;;2;20;0;0;90.0
20.0;San Fermín;Madrid;Spain;Apartment;Private room;1;1.0;200.0;;1;0;0;328;97.0
65.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;0;281;90.0
50.0;Almagro;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;30.0;1;0;0;199;93.0
40.0;Numancia;Madrid;Spain;Apartment;Entire home/apt;1;1.0;;;1;0;0;91;
30.0;Ambroz;Madrid;Spain;Condominium;Private room;1;1.0;;;1;0;0;0;
92.0;Sol;Madrid;Spain;Apartment;Entire home/apt;5;2.0;200.0;32.0;2;20;0;69;99.0
21.0;Aeropuerto;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;77;98.0
55.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;35.0;2;20;0;313;100.0
50.0;East Harlem;New York;United States;Loft;Private room;2;1.0;150.0;30.0;1;39;0;308;100.0
60.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;6;1.0;200.0;30.0;4;20;0;342;85.0
100.0;Fuente del Berro;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;;1;0;0;219;93.0
35.0;Adelfas;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;0;0;98.0
95.0;Universidad;Madrid;Spain;Loft;Entire home/apt;4;2.0;200.0;60.0;2;20;0;337;100.0
25.0;Gaztambide;Madrid;Spain;Apartment;Private room;1;1.5;;;1;0;0;327;93.0
65.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;2;10;0;136;90.0
75.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;20.0;2;0;0;291;
35.0;l'Antiga Esquerra de l'Eixample;Barcelona;Spain;Apartment;Private room;2;1.5;;10.0;1;0;0;0;97.0
70.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;0;0;65;90.0
21.0;Jerónimos;Madrid;Spain;Apartment;Private room;1;1.5;;12.0;1;0;0;67;
67.0;Trafalgar;Madrid;Spain;Condominium;Private room;2;1.0;100.0;10.0;1;0;0;165;73.0
35.0;Justicia;Madrid;Spain;House;Private room;2;1.0;;20.0;1;10;0;178;
30.0;Ibiza;Madrid;Spain;Apartment;Private room;2;2.0;;15.0;2;0;0;8;94.0
80.0;Dublin City;Dublin;Ireland;Apartment;Entire home/apt;2;1.0;;15.0;1;0;0;324;90.0
105.0;Manacor;Manacor;Spain;Other;Entire home/apt;5;2.0;;;1;0;0;296;80.0
16.0;Ventas;Madrid;Spain;Apartment;Private room;2;1.0;;;1;7;0;1;98.0
25.0;Goya;Madrid;Spain;Apartment;Private room;1;1.0;120.0;;1;15;0;171;93.0
70.0;Delicias;Madrid;Spain;Apartment;Entire home/apt;14;2.0;100.0;50.0;4;12;0;238;93.0
140.0;Castellana;Madrid;Spain;Apartment;Entire home/apt;8;1.0;100.0;50.0;1;20;0;365;
69.0;Embajadores;Madrid;Spain;Condominium;Entire home/apt;4;1.0;;;1;0;0;288;
79.0;Castillejos;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;4;0;0;345;90.0
29.0;Universidad;Madrid;Spain;House;Private room;2;1.0;;7.0;2;15;0;287;83.0
125.0;Cuatro Caminos;Madrid;Spain;Apartment;Entire home/apt;6;1.0;600.0;40.0;1;0;0;50;
74.0;Sol;Madrid;Spain;Apartment;Entire home/apt;2;1.5;300.0;35.0;2;20;0;267;94.0
15.0;Campamento;Madrid;Spain;Apartment;Private room;3;1.0;;;1;15;0;180;100.0
50.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;0;38;97.0
88.0;Valverde;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;2;20;1;338;100.0
24.0;Concepción;Madrid;Spain;House;Private room;2;1.0;;10.0;1;5;0;364;
23.0;Valdeacederas;Madrid;Spain;Apartment;Private room;2;2.0;;;1;0;0;342;
60.0;I Centro Storico;Roma;Italy;Apartment;Private room;2;1.0;;;1;0;0;39;
50.0;Numancia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;199.0;18.0;3;10;0;126;98.0
47.0;Embajadores;Madrid;Spain;Other;Entire home/apt;3;1.0;469.0;;1;0;0;0;
20.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;0;
32.0;Arapiles;Madrid;Spain;Bed & Breakfast;Private room;1;1.0;;;1;0;0;349;99.0
35.0;Vallehermoso;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;160;93.0
26.0;Puerta del Angel;Madrid;Spain;House;Private room;1;2.0;;10.0;1;0;0;365;
70.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;25.0;2;0;0;301;87.0
30.0;Hispanoamérica;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;40.0;1;0;0;181;100.0
95.0;Downtown;Vancouver;Canada;Apartment;Entire home/apt;2;1.0;200.0;40.0;1;0;0;0;95.0
59.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;0;317;90.0
150.0;Jerónimos;Madrid;Spain;Other;Entire home/apt;4;2.5;90.0;40.0;1;0;0;298;96.0
